datetime,trw_high,trw_low,y_hat_high,y_hat_low
2015-08-27 13:30:00,19.5625,19.0075,20.088676351579572,19.049975021313642
2015-08-28 13:30:00,19.3475,18.7425,19.944569066425537,19.37315321558039
2015-09-02 13:30:00,18.945,18.085875,18.355747548973586,17.753301416822207
2015-09-15 13:30:00,19.5475,18.9825,19.113972532308892,18.468817626192042
2015-09-21 13:30:00,18.119975,17.585,18.951117646408818,18.468660334613404
2015-09-22 13:30:00,18.175,17.6875,18.09336551023291,17.631920200509338
2015-09-24 13:30:00,18.25,17.375,18.05659234778605,17.17230974111421
2015-10-22 13:30:00,21.93,21.43,21.279531431797786,20.769854188089155
2015-10-26 13:30:00,21.6405,21.2695,21.603074672298035,21.293214775091457
2015-11-05 14:30:00,22.66425,22.060275,22.763437638260953,22.355613450349065
2015-11-11 14:30:00,21.6075,20.9075,22.156379215858387,21.579957171500524
2015-11-12 14:30:00,20.85,20.1725,21.477602735017765,20.725120472900386
2015-11-13 14:30:00,21.135,20.1005,20.691234951230108,19.75106140231901
2015-11-18 14:30:00,22.1825,21.91,22.122012786835967,21.447196748810047
2015-11-19 14:30:00,22.5125,22.115,22.20490119472564,21.519361736694538
2015-11-30 14:30:00,22.7225,22.1875,22.246546458510128,21.497970722311045
